Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
1,1,1.0184901466280984,0,0,426,2002.0851587111533,140.83083370652813,363.4116670109836,1.0025224311270327,2,1
1,1,2.0252075462033203,0,0,387,3127.107390141385,159.9550711781362,361.5824893041599,0.9969902110399603,1,1
1,1,2.1280555066221556,0,0,457,315.142302937992,120.33232891730619,360.92241477336484,0.9914772733743151,0,1
1,1,0.9847050603025377,0,0,89,1740.6516157664835,91.86058654953078,192.53854022983407,0.9962641512305251,1,1
1,1,-0.014617301863984494,0,0,219,4525.991194900352,101.06183887309793,359.93526917083386,0.9948295255380357,2,1
1,1,0.011894757050326226,1,0,93,2378.8968854455547,88.90776483228984,360.23607984741517,0.9904276248978232,1,1
1,0,0.9477953863477472,0,0,513,-9.871046497265402,138.29737695812844,360.62959981526774,0.9919569436296327,2,1
1,0,0.04965930709056378,1,0,274,152.4071145845611,115.9060755386668,359.90256111642736,0.9991582367358194,1,1
1,0,0.008964090232751111,0,0,99,4.24155094313735,81.06861813311355,360.5258874820018,1.0010690424775721,2,0
1,1,0.014941594091846777,0,0,245,2360.4248696272552,82.03945750535401,179.37678045301152,0.99866117830667,0,1
0,0,0.024199452572165697,0,1,166,191.617899911956,83.45734551624975,359.94963496678287,0.994796694888504,2,0
0,0,-0.011108911144026888,1,0,121,-29.624240228632452,77.46176721372939,498.7697697888653,0.987013838387978,0,1
0,0,-0.048778304287432676,0,0,289,2203.4895854063448,72.70767751882877,358.64722208091695,0.9973339680694949,0,1
1,1,2.0692318381472536,0,0,430,51.86343064312744,78.99302514331454,190.50531900466356,0.9987581312643283,1,1
1,1,0.020960735178104237,0,0,304,2413.952728708518,161.7141489060949,225.16396608722383,1.0003455445949274,0,1
1,0,0.010320503054783518,0,0,301,2044.6751574046307,143.6738992633566,204.74762514291731,0.9989989773020526,2,1
1,1,1.846200603093263,0,1,455,136.161385487491,152.81277051867093,170.81586879641506,0.9928149064984317,0,1
1,1,0.023997524804652847,0,0,266,321.9761382356269,122.71536497329721,360.0301707047253,0.9830310302650116,2,1
1,1,0.013851762780826327,0,0,454,352.4487566083121,401.30054141595946,360.11368391994307,0.9948997139884302,0,1
1,1,2.9039121988717147,1,0,360,2399.021315729229,70.94301787990972,174.99137255274843,0.9821371130172214,2,1
1,1,2.787579515929706,0,0,438,50.784352740373635,116.57304131292722,361.2024970140445,0.9905085542366701,0,1
1,0,-0.028298266071191843,0,0,395,126.80624152096271,94.13387487277353,358.34031654598107,0.9904444629848314,1,1
1,1,-0.02645913381634819,1,0,120,2770.116581350943,89.6699389689022,187.61741156289847,0.9889605332967162,1,1
1,1,1.0189910359003997,0,0,399,111.54037461120608,247.718171367533,359.2503142461452,0.9854673349289172,0,1
1,1,2.844974960634887,1,0,140,2056.636727439704,133.4388538484801,359.64124629572876,0.9990166479579282,1,1
1,0,-0.04491005837384994,0,0,51,1951.2278644864493,114.38786002287878,359.5025476233097,0.9892933694229082,1,1
0,0,0.06442557502745352,1,0,269,-95.62875010138426,64.78414572986316,360.57970348864256,0.9862126431900275,2,1
0,0,-0.03115523086640352,0,0,153,1641.3313288301583,109.45511532314119,360.49805509210194,0.9909551815934944,2,1
1,1,0.003291879491829044,1,0,89,2851.47832617531,270.9183690854116,357.83785202954357,0.9867646392626185,0,1
1,1,0.9792807576065764,0,0,451,8244.535440877935,284.8338120888836,361.20315777942676,0.9967790101816641,0,0
1,1,1.001139347175171,0,1,384,270.3925073179691,227.83168295520642,178.21997418811935,0.9945065897348992,2,1
1,1,2.1079766186671995,0,1,410,133.34454938685587,126.17206131156168,360.07346758724145,0.9853893175664771,2,1
1,1,0.052068070835359255,0,0,240,2172.20537576023,133.6236777600538,361.66995691862127,0.9912336571900977,1,1
1,0,3.186267765393839,0,1,77,103.35196388115753,84.43843250117226,358.559831285525,0.9900520027531683,0,1
0,0,-0.020312824141748093,0,0,204,4272.260352899397,71.8819448796204,360.022598331061,0.9971605197554574,1,1
1,1,2.929530237075259,0,0,230,318.31140385267616,106.71124229794434,362.38184513146234,0.9902975807525535,0,1
1,1,0.024175860765845162,1,0,300,2476.129292456525,154.27131099952118,359.87287478910685,1.0048931101973075,0,1
1,1,-0.0020054179630822505,0,0,243,1905.7115559526842,107.76685120491072,358.9113041059253,0.9941972428243879,0,1
0,1,-0.017774965324717437,0,0,243,2185.6278011613244,78.27763052023651,359.3938580039224,1.0008424799767086,2,1
1,1,2.011398857992741,0,0,350,1136.3587874307887,98.8415465712672,360.73415429709127,0.9863729228941382,0,1
1,1,-0.017367650182578957,0,0,184,2818.110224984639,133.84005714154443,360.84030802015275,0.9976635404959721,0,1
2,0,-0.022764914597792844,0,0,101,301.856193417594,105.88989806899755,361.29972689296517,0.9906009787412366,0,1
1,0,-0.006367137052705354,1,0,148,1673.5221676936324,78.30843660942631,360.40492610296576,0.9904429117821406,2,1
1,0,-0.012550984152860314,1,0,191,2230.398535679603,78.25414609879485,362.9884931265649,0.9988510309734915,0,1
1,1,3.0333935151084814,0,0,505,-61.72417998088305,168.27060762436682,361.6995806407845,0.9900592608741983,1,0
1,1,2.0472784678880505,0,0,107,278.71991654178083,106.82189014109038,360.76619539225294,0.9974822842220351,1,1
1,1,0.013257061431827841,0,0,86,2266.0385713059086,119.63483279985576,360.856249711138,0.9878818662215505,2,1
1,1,-0.022262838869699937,1,0,324,2133.4498907668876,90.83871354645026,202.5585499983914,0.9979370451028785,2,1
0,0,-0.02361286449781605,0,0,24,2087.666987578587,72.3347498639535,361.3771634629274,1.004561736506133,2,1
0,0,-0.0029295011002740553,0,0,180,1814.353756008261,132.21908695357774,359.5004068769943,0.9959114405678122,2,1
1,0,0.037023095061332556,0,1,244,1752.5090385632889,84.60587189540469,361.70991705409045,0.9914176091002322,1,1
0,0,-0.01580102050026689,0,0,271,184.9973558358061,88.3615615326982,360.20445308535545,0.9992323089268862,1,1
0,0,0.002552440038597524,0,0,556,154.80450243578832,501.4817370085005,358.6793485787687,-0.0840366174653593,1,0
1,0,0.9996277760610868,0,2,419,121.52996378077037,159.8466475490454,164.7404996969707,0.991390128314712,1,1
1,1,2.907443270876184,0,1,279,97.17230798690034,127.08594972274602,359.92667245259366,0.9931288157697982,1,1
2,1,2.989386289890811,1,0,128,-35.29982426075462,185.65700801095429,359.4309032198578,-3.4604512871658916e-05,0,0
0,0,-0.025354459040358913,0,0,354,1887.8116262334097,112.85264687670653,360.96776524918454,0.9942150196667329,2,1
1,1,2.0369288101055663,0,1,410,174.6127589438186,430.3929359744711,359.7785392051871,0.9968445844487351,0,1
1,1,2.8367225543612653,0,0,470,116.8718956617556,148.954811642656,362.0671395997657,0.9916148196277389,0,1
1,1,2.1059111268906037,0,0,292,1756.9853823027438,152.80782437635204,362.0312626666203,0.9853360946516493,2,1
2,1,-0.0007842956438735712,0,0,158,2312.328797419959,136.38530525574143,360.10878753878137,0.9948681136886031,0,1
1,1,-0.02364916185385152,1,0,51,2844.599398613933,116.71207381596076,360.92880367491557,0.9841119011588337,0,1
1,1,-0.020035270818184313,0,0,241,7.6180765124146985,106.5496514841075,358.84182463899236,0.998754019064676,2,1
1,1,-0.031648308469117814,0,0,161,2987.7534501788323,138.17733852174453,361.75874814472485,0.9946613866714432,1,1
1,0,-0.0013368432339774645,1,0,123,165.4157126908164,101.0914262144588,363.81441638686607,0.9962944120807142,0,1
0,0,1.010315568311982,1,0,213,6.542147055030876,123.71598462661488,360.9205992942495,0.9837995986319424,1,1
0,0,0.02398342675815801,1,0,60,3615.2763268506237,128.58928295008226,477.0916420669266,-0.06444203431941105,1,0
1,1,-0.009493348377483748,1,0,93,2215.1405764134606,142.17385479570714,359.64721505506054,0.9827785809534516,0,1
0,0,0.019416007818025226,0,0,59,2578.1403937677555,66.22706512272163,361.8276172208573,1.0026314779982843,0,1
1,1,1.0829315719989616,0,0,431,2187.646857688145,538.8492666849876,360.5338399464078,0.9947239138269627,0,1
2,1,1.8761965437929604,0,2,46,255.85322004817496,126.9162170304133,192.5997563382523,1.0009845526376004,2,1
1,1,1.9466726938289245,0,0,415,4961.644769789533,652.9607444856236,359.5745536226186,-0.05242082142631957,2,0
1,1,0.03660145569031267,0,0,337,2483.9905606611287,169.32379460167522,362.3071475168109,1.00442000627026,0,1
0,0,0.002637750257325417,0,0,309,2133.15456848841,71.53780354352166,360.8275620371399,0.9857030145888819,0,1
1,1,0.0052220122963008795,1,0,152,1613.6947016975057,88.16949972794468,188.3412051066572,0.9944048803300837,0,1
1,0,-0.0023511055345436294,0,0,182,-38.786863686432916,100.90183174288059,359.0888303744337,-0.1000617012765339,0,0
1,1,2.7965987182720866,0,0,500,102.32828180860582,84.68404160078586,357.13506921742527,-0.09404262241829917,0,0
1,1,0.9873562505883409,0,1,445,295.606863968061,212.93764810605063,359.2360863747279,-0.011337883167408245,1,0
1,0,0.00705184550485162,0,0,258,2079.7561757444573,128.43951926913135,149.0160284433424,0.9977116412928996,0,1
1,1,-0.029616299675830692,1,0,308,2601.433196768455,105.54280396626622,359.6715296127805,0.9925940470726143,1,0
1,1,0.026984426463938404,1,0,80,2765.960062863328,84.20068988414558,360.94727337223185,0.9814046081292152,0,1
0,0,0.02512098845315401,1,0,177,117.33436695802834,152.3271190179919,360.6228176711778,0.9945298126475606,1,1
0,0,0.012812763502682427,0,0,93,2276.840580373121,83.57289015505114,361.50833930716414,0.9918807472442642,0,1
1,1,-0.015440369734682057,0,0,174,2561.6174012914394,157.70279076238518,361.11501119190297,0.9903771136122516,2,1
0,0,0.0017796042642886653,1,0,241,26383.681914712073,62.42128058879152,360.76041991611606,0.0028962788389221353,0,1
0,0,-0.011965766729670717,1,0,88,1564.6415349013803,39.54014620802927,465.3170542618149,1.001861697630274,0,1
0,0,0.024541290863598308,0,0,461,-46.88411112632251,98.1248264497282,360.2517386690841,-0.013853120989850908,1,0
0,1,-0.003267335471763605,0,0,162,198.99146870158629,91.8835384860453,362.60494210201676,0.9865205678341331,1,1
1,0,-0.03340982869651548,0,0,332,1713.8717093654777,165.55308980751389,362.0816674210373,0.984521096328477,0,1
1,0,0.024234449871179252,1,0,82,2713.0236548632215,105.25478470533278,359.2518308591967,0.9949664127286794,0,1
1,1,0.0030602787463898866,0,0,345,-107.36990207111938,122.5296330257352,358.9094281946526,0.9970319420124755,0,1
0,0,0.025762884232212055,0,0,70,1973.1756587610575,107.1399970956007,467.74814324899575,0.9794369055323743,2,1
1,1,-0.03428687745227127,0,0,236,2336.064766266468,115.31131626978186,360.46887446684013,0.9913634553646083,2,1
0,0,-0.01634521925595187,1,0,445,80.9336757315935,77.8527855849654,360.4203704208221,0.9826969444486722,1,1
1,1,3.001089663491063,1,0,284,3111.983622122031,101.36514412375004,359.24110878988495,0.9860396077200564,2,1
1,0,-0.05803463554494143,1,0,138,1612.3560059435874,113.60883686967112,359.9071273045613,0.9876759490234425,1,1
0,0,0.9744799208405949,0,0,449,101.93184849253016,96.3798940002434,358.684076679782,0.9944950420028479,0,1
1,0,-0.008988450286567166,1,0,126,2527.1346510825683,107.62532267878123,179.1703538405483,-0.12111146305838344,1,0
1,1,0.012337446134321979,0,0,302,2594.86839701493,123.71444397787634,360.9897412254742,0.9973898113663616,1,1
0,0,-0.03276885928184068,1,0,71,-84.5341390921816,63.20996421207814,361.3219543086471,0.9929564725884958,0,1
1,1,2.09589817223632,0,0,337,2461.5957263440996,80.61675876856484,362.2498559241433,0.989625598556743,2,1
1,1,-0.009809963399207505,1,0,135,2327.5759454212084,106.83940476384461,359.7820904397898,-0.02287724716404299,0,1
0,0,-0.024671575079248352,0,0,117,2306.406067742718,98.6620830844665,358.9595818564903,0.9844508369631256,1,1
1,0,0.011838452387096455,1,0,260,2732.8900358083056,156.64650821608208,359.6259040926118,0.9938605658846281,1,1
1,1,0.0057252004975451055,0,0,88,2094.2400061977855,76.79563316026841,358.69060196552726,1.0015614164283273,1,1
2,0,0.9805370532692003,1,0,524,57.74800732722796,210.06262252661855,361.74944800852796,0.01770765931376401,0,0
1,1,1.9697655996684766,0,1,429,307.73280171796034,113.83890822888952,359.3770136021674,0.9931792010945375,1,1
1,1,0.0033476153801117268,0,0,141,5006.817978799116,157.27852880630152,360.8222923009944,1.0051389262329113,0,1
1,0,-0.05714515659194132,0,0,135,2186.624453841945,130.9124114034663,361.97813161556536,0.9993136099183757,2,1
1,0,0.019783857083912948,1,0,82,1985.0861441292918,92.68529323717694,361.53200825089283,1.0045568800713665,2,1
1,1,2.9199027681844094,0,0,362,97.27042493692733,178.08262462697073,361.4751028344504,-0.04170711274422946,0,0
1,1,2.8759418531539764,0,0,492,251.1951519291602,154.14646164565679,359.2009174602298,1.0005941379677017,1,0
0,0,0.036260726675975914,1,0,473,89.5456434089129,95.23864797535086,362.9879427344056,0.9976575716138153,1,1
1,1,3.1321432898295307,0,0,484,5489.775009310545,163.4877689810292,359.92723090273523,0.9837881461143785,2,1
1,1,-0.003261933154630555,0,0,162,138.54728143530158,100.04913975904228,361.7238840788141,0.9933627771058103,0,1
1,1,2.822497075380192,0,0,424,148.02533772092974,154.05419715606206,361.6026948003151,0.9885572205971234,0,1
0,0,-0.04223541034983414,1,0,41,2218.778730274948,104.22652417832028,362.3902768480203,0.9963648720411705,2,1
1,1,0.9387747243074543,0,0,234,6855.419744032344,108.26646781136202,360.91597116207043,0.9847528473990184,1,1
1,1,2.0056400582014198,0,0,444,184.49253382504608,219.1799170596543,361.2782996614733,0.9963271078430554,1,1
1,1,2.0198013198269367,0,0,418,2163.040956475448,99.79119901091111,359.9969656646451,0.9853639915046433,1,1
0,0,0.00975224390187714,1,0,154,2054.003675559997,132.6620639186953,204.49238994213127,0.9942695879821041,2,1
1,0,0.04110182433705043,0,2,84,7220.196494442869,111.95102480700973,361.7239289910917,0.9882305813471536,1,1
1,1,0.961938884963563,0,1,503,214.26440755190703,245.0410236450124,359.4154523992585,0.9977925768306063,1,0
1,1,2.982453714723598,0,1,514,12.04283984927462,189.4094499864761,360.6903379050257,0.9899081723435754,0,1
0,0,0.006586427057809326,1,0,287,44.20705582188108,125.78419079841863,361.58214231779857,0.990388039474682,0,1
1,1,0.02592565097799517,0,0,365,4755.948377413025,121.83963648940328,359.75224946098615,0.9941580248696591,0,1
1,0,-0.06310834703957408,1,0,99,2025.254832350412,63.49990684529149,472.12538024742014,1.0002641859850354,2,1
1,1,0.004957153213332711,1,0,348,1499.529261465546,153.5350036953607,199.96334762684396,0.9986205369697406,1,1
1,0,1.027093126180211,0,2,426,1879.854279633108,120.19765574012717,361.56029622296046,0.00827339440673038,0,1
1,1,2.048484519305273,0,0,287,2871.3981239129753,364.18879312918335,359.5272149114805,0.9959076022337885,0,1
1,0,-0.04125780680542111,1,0,338,1387.9987165971825,91.604197352308,360.2343937728836,-0.0007374105808279612,1,1
1,0,-0.003431148556935009,1,0,112,-112.68928378707386,50.72240312410136,361.7218252237077,-0.11329597846057132,0,0
1,1,0.003329773031717537,0,0,350,-32.093262604570064,98.90136620340499,503.66035857307725,1.0015988551862998,1,1
1,0,-0.021366482005344842,1,0,281,3832.8753632080443,114.09278705805602,360.3509022253102,0.9880400214524109,0,1
1,0,0.005381975855593095,1,0,51,1861.7725591187611,68.18242322136524,361.55032535050896,0.9860819999869411,1,1
1,1,1.0017088446916231,0,0,444,1916.3535623801151,105.57180832843962,359.10026089590895,1.0099072305693075,2,1
1,1,-0.004961632818771277,0,0,438,2345.0102334334783,148.79956474407177,362.1104796008862,0.9801177644955006,2,1
1,1,0.006468037787971337,1,0,52,2277.185887949139,97.36750205730138,184.27871298797126,0.9999920079651329,0,1
0,0,0.002566662423942369,0,0,137,-99.36851179743216,34.04154159647058,358.3503978783587,-0.0649474816294493,2,0
0,0,-0.06067282690184949,0,0,536,-92.017092624463,19.036428496088888,477.9188323401074,0.0008251211739342505,0,0
1,1,0.03911752035929515,0,0,419,7587.217948400561,165.51421840783289,315.94792522647884,0.996140571504269,1,1
1,1,3.2298003645936837,0,0,282,258.3788988775226,147.1397013520844,359.13686180109755,1.0017323482532172,1,1
1,1,-0.0015269148649771024,0,0,133,181.89344626054722,72.99435179628244,362.97893669559437,0.9931839543802762,1,1
1,1,1.0595413098409199,0,1,334,63.72066889074013,345.62006092849794,361.36918086914596,0.9953963239920576,0,1
1,1,1.9193935093415257,0,0,334,-70.67397600203307,338.22649189695784,361.95174712640033,0.997730181834779,1,1
1,1,1.958584952933817,0,0,355,2251.541375594383,171.02914643664073,361.5119766814344,0.9879163427923516,1,1
0,0,0.05574371949657584,0,0,220,96.21054274608319,88.00840008554925,360.0262781357287,0.9996413900530051,2,1
1,1,1.0495510209116212,0,0,214,2570.110638816851,152.18612756717684,360.6965258718207,0.9832875341268272,0,1
1,0,0.004068628897514153,0,0,562,237.70510158756534,277.8474350270627,359.57443809055303,-0.14445127434564572,2,0
0,0,-0.02857175401220751,1,0,83,1250.0949839608948,108.67201475841172,359.8937019149699,0.9951634248926705,0,1
1,1,1.978388008146653,0,0,184,72.92546252933387,178.4313800723266,319.65006457133023,0.9874433380470616,2,1
1,1,0.9899661418094935,0,0,106,46.20939237358653,113.64963737961617,361.37345889364707,0.9937688599518962,0,1
1,1,0.9695569921997935,0,0,502,301.85574519600897,108.07995234206723,358.47165617263573,0.9921689674485635,0,1
1,0,-0.01976726042453027,0,0,52,2836.4583433232106,79.17469318774471,360.1778533337245,0.9972538634269635,2,1
0,0,1.9807193183075273,0,0,167,2717.0479033817783,92.84909202730648,359.7772951654423,0.9897378088301573,0,1
1,1,-0.007742348581266453,0,0,246,2805.0285560587104,106.86641115994442,361.75501765117616,1.0044034796139711,1,1
0,0,-0.026574142642908694,0,0,321,242.46123062890896,70.25662185689373,362.55350939400165,1.0005835124400313,1,1
0,0,-0.04766010970513682,1,0,183,118.1722736341772,87.87295611778976,300.3046019212354,0.9857975655503339,0,1
1,1,3.0990621253717174,0,0,280,-19.070100409450603,106.45800669679866,361.6843676905206,-0.07427270950772626,2,1
1,1,1.0182337744892322,0,0,156,1469.9153058320262,126.96940240530158,362.5795364924167,0.9915827754895459,2,1
0,0,1.023640557713803,0,1,424,-102.19402596597781,74.26119311297612,358.3414346709475,0.9851094435070898,1,1
2,0,-0.0019141912310674998,1,0,361,53.838080174006485,39.31437259892323,472.98610677319056,0.004288420057119853,2,0
1,1,2.8930079364153545,0,0,71,258.26029446587904,113.80878610740787,359.28506867581063,0.9830763543446545,2,1
1,1,0.0360853546874493,1,0,130,187.5432046364809,110.71197139985419,361.5503525753259,0.9914110878996621,2,1
0,0,0.01929126724843229,1,0,13,1834.9336852369938,73.17227061775573,360.630220827215,0.9909216214621346,0,1
1,0,0.903300584154678,1,0,259,62.072069436484604,90.8611444740059,359.88619009809884,-0.05805739258385703,0,1
1,1,0.008067183155155654,1,0,164,1993.537605621357,109.35307560378492,358.7823392809789,0.9993538229140889,1,1
1,1,2.901477402737466,0,0,460,286.88927785446486,133.17402736549917,360.0790027545143,0.9992334673078277,2,1
1,1,-2.7923304414714367e-05,0,0,93,2653.1831692621267,121.32956839589849,362.01074035683087,0.9947364623029494,0,1
1,1,3.1064084648284225,0,0,434,6550.293036830488,114.1231461582822,360.37927494979374,0.992672741350551,0,1
1,0,0.011067821460818382,0,0,312,2785.4041323741,112.95580722436311,361.7495811847026,1.0003014207385301,0,1
1,1,-0.00825412753374305,1,0,58,3873.550399768261,60.0499186408222,362.7497720589886,0.9959085114825524,0,1
1,0,0.007627320367590298,0,0,272,78.36014302274216,88.92445089013592,359.7840750985996,-0.027201187289444408,0,1
1,1,0.005764985241790838,0,0,174,216.77879368743137,145.69059641233525,360.6664237645379,1.0014672371505122,1,1
1,1,0.0014105704910765118,1,0,136,200.063564930623,114.25343454730212,360.21564118457525,0.9959625871125422,1,1
1,1,2.679233361139477,0,0,462,257.6882143161627,124.24386797737984,360.3978618698887,-0.07259030830850728,2,0
1,1,-0.04730964501416091,0,0,122,2268.458719999356,122.88663189321977,360.6718925713195,0.9871357109482293,0,1
1,1,0.9541163614649519,1,1,510,292.0768948750148,246.79462858495887,358.53038929335014,-0.027076154155849894,0,0
1,1,0.017212396414853687,0,0,321,1120.6948584468955,100.04756066581007,358.5953061757525,1.003527833629588,2,1
1,1,0.04911799166860668,1,0,126,4587.643844478511,128.00092612388804,360.57540032020216,0.9973548173147397,1,1
1,1,0.9530917323667953,0,0,54,-12.81039027251389,78.87151187754978,359.5016904750918,0.9973337166437392,1,1
0,0,-0.013873417496618714,0,0,191,-87.72194703274175,78.05954580986283,358.19374489435,0.9965308589115749,2,0
1,0,0.033030732054822466,0,0,142,3594.711672170994,64.94721464841155,199.2509634979309,-0.028860273452674196,0,0
1,1,0.007896022584326732,0,0,285,2081.954895138658,164.27949603109766,362.10003897028736,0.9959053411376668,1,1
1,1,0.0035372179285096603,1,0,82,1582.3594889971193,109.70322805205682,359.7466361632573,0.9869561036949915,1,1
1,0,-0.031220194381432056,1,0,328,2515.585570169209,138.3392300059497,358.9069803021141,0.9872938155963932,1,1
1,1,2.9368626222949756,0,0,243,317.2498408308881,125.2758556119831,360.6191928688771,0.9956839758848851,1,1
1,1,0.005873786345241782,0,0,235,2664.58511711757,220.02049560406954,361.5872082146298,0.9975217129379992,1,1
1,1,0.011320824161422919,0,0,102,1949.940234196413,110.51709224489352,196.4384341606248,0.9942417531177088,1,1
1,1,2.0027134505646256,0,0,278,1583.1485385076626,111.3529604592667,362.2663767060598,0.9858091628732641,1,1
1,1,-0.023129078074181218,0,1,320,2288.274942820285,127.62389064617508,359.43555389487886,-0.08444860800209102,1,0
1,1,0.0009932183826089458,0,0,267,4247.975720333235,125.22456377185728,360.8856179188567,0.9984568885572289,1,1
0,0,0.009310059794644438,1,0,371,85.83008567845759,52.549510391889115,362.03094585298606,-0.0025586574025613807,0,0
1,0,2.9578657900824554,0,0,44,4021.1739344155176,116.94082572572879,360.06241081091457,0.9932463580545073,2,1
1,1,0.022115181879958246,0,0,322,311.95385379155323,124.45920218506147,360.450100441156,-0.07608969193043635,0,0
0,0,0.03744494291350876,1,0,80,2274.163880171743,79.27010438783557,358.96078954590223,0.9947356331434548,0,1
1,1,3.0647370915946017,0,1,509,193.25201620624466,196.692688521527,358.30425545515664,-0.02095737843406123,0,0
1,1,-0.016285410732533683,0,0,353,1965.9591970541362,106.28931455380423,361.23314903661884,0.995091871205381,1,1
1,1,1.9215101437295392,0,0,290,4465.464057033254,158.86918981450398,361.2029585353842,0.9907742353865275,0,1
1,1,1.0509448832684607,0,0,345,2663.9504977886713,168.04195243362778,361.30595660736964,0.998702314312616,0,1
0,0,0.01843424841810946,1,0,226,64.14756571134957,72.7398148203364,359.16846547841993,0.9934319043113973,1,1
1,0,-0.01016544245535342,0,0,33,2899.745682926361,92.91610479634792,361.1463199915105,0.9868959231798597,0,1
1,1,3.220170081912629,0,0,465,6359.922820930287,197.945963267179,361.90833672225,0.9936053766770111,1,1
0,0,0.011234345784423538,1,0,99,153.77822441322323,95.89050821949346,360.0519651840416,0.9954878097412874,1,1
1,1,0.9757634958616914,0,0,421,355.6354128684107,153.83638960449468,362.0599399362298,1.0008149458809936,2,1
1,1,2.8867670183063106,0,0,492,2851.658789732597,242.15353121582854,360.52187169144617,0.9971875418253482,1,1
1,1,1.9807221865175986,0,0,137,8043.54323706875,140.67522416734698,361.6902035121116,0.9873560045421188,2,1
1,0,2.9440159666801757,1,0,161,206.81161559711947,107.2669878651419,361.34759774523087,-0.09202019702436744,2,0
1,1,0.017424649900014123,0,0,323,7435.228575786456,133.00042595717971,208.61474959838196,1.0025875925500372,2,1
1,1,0.014409846184841427,0,0,262,1744.3094526590803,128.4085232526669,360.70270824625686,0.9824818569052454,0,1
1,1,-0.01137563819848759,0,0,335,2417.0383366800957,151.84185770023362,361.4183784543704,0.9929311752893718,2,1
1,1,0.037937871039167584,1,0,260,1552.3263712142652,91.04277691880722,359.685164997616,0.9950911873471615,1,1
1,1,2.0654399788150095,0,0,268,270.1546012611052,164.2876398060597,361.14559411199605,0.9860801204926323,0,1
1,1,2.0293194107343213,0,0,287,2791.284460775018,124.80637776716743,361.3505397595268,1.0037997208299805,2,1
0,1,0.9510679612087324,0,2,217,22.840851118846327,361.7492797133497,361.6681614679541,1.0033200327219465,2,1
1,1,-0.010724183755092924,0,0,271,2204.9460720996076,61.52736835327315,363.0279819432284,0.9867184423835076,0,1
1,1,2.9788859447767795,0,0,527,326.32102397268886,134.81327089161735,358.8673552746626,-0.07171474673002398,0,0
1,1,0.9918685299156235,0,0,532,340.32894455340846,381.06155343852646,359.0001244643171,-0.0170077222759634,0,0
0,0,-0.012498522623398808,1,0,145,2594.80710117561,53.78227726363332,359.86776450021733,1.0008840611847696,1,1
2,0,0.026145024291324037,0,0,70,38.799058519707664,84.94858791624588,359.48056249982835,0.988687006869823,2,1
0,0,0.9866875163384737,0,0,165,-21.029977303922443,85.84245796938491,359.93498877526935,0.9930625330970226,2,1
0,0,0.034340371342714664,0,2,124,173.40471461791688,71.29181845912092,360.365094158235,0.990353923925479,0,1
1,1,1.9832596534393316,1,0,393,209.6259491272381,107.09010969078923,302.78512798397776,0.9946544350220446,2,1
1,1,2.9237619988011256,0,0,490,-2.6841386529334255,154.51841154803654,361.00191288623387,0.04759495180008189,0,0
1,0,1.0174324054843285,0,0,402,120.08184699367708,198.70213998853728,189.51530958202918,1.0026952305444203,0,1
1,1,-0.01891520777269509,0,0,483,331.9569123806852,316.6022989112827,359.4904160194463,-0.021104069712212244,1,0
1,1,0.04257199018169706,1,0,77,2383.030360384553,110.65911997564221,119.92750083529734,0.9905001267627166,2,1
1,0,-0.028520746933831793,0,0,171,-175.7536250323547,103.00599068873831,360.76103325482666,-0.08148946930189485,2,0
1,0,-0.00487249188172134,1,0,84,8051.314713254461,76.06398509922039,361.52606734497647,0.9867074500692995,1,1
1,1,2.0837376559935543,0,0,206,2905.347723218689,218.39093565386224,361.8176399323661,0.9878570082976131,1,1
1,1,1.0468301717639257,0,1,359,373.26025752967587,259.54543991351653,360.67866092959446,0.9981861836033886,0,1
1,0,-0.05116175133935963,0,0,274,2238.5066002898893,170.20070546892364,360.4306896668868,1.0008238935632663,0,1
1,1,0.011076558984751602,0,0,263,2379.195683459282,75.62087042248372,361.9775808765931,1.0026387155390994,0,1
1,1,0.0032378859454741814,1,0,110,1973.9358702306552,104.01900194913057,361.59425285277496,0.9959431338505373,2,1
1,1,0.9637003717728788,0,0,393,6204.520544481222,117.12764329988794,361.04499303774793,0.9941508222904134,1,1
1,1,3.0655813974306456,0,0,224,177.0500260655155,138.57037781099064,360.04371880649427,0.9985006956518875,0,1
1,0,-0.029395533865721916,1,0,107,2613.226040020263,90.22180910161929,360.80389274659825,0.9916137241652249,0,1
1,0,-0.003413201967962662,1,0,336,4448.896995534438,126.42863297667975,361.68144960631867,0.9977761825819639,0,1
1,1,0.9656073026155456,0,0,110,1317.1264777491683,71.46410487537352,310.03114632578183,1.0036112417685148,0,1
1,1,0.006445233194696221,0,0,9,2296.511091154965,60.425219525933066,359.87261920963493,-0.08212483656319124,0,0
1,0,-0.02648061130905517,0,0,327,2246.236597079208,94.40093901566922,359.4724320336733,1.0001116601557718,2,1
1,1,0.9955208277729082,0,1,503,2674.3239302713587,152.20103484994303,359.98788419537095,1.0063515923259359,2,1
1,1,-0.047170552680439515,0,0,146,2292.976326014937,124.44298606811554,358.7116013165361,0.9979845778362886,1,1
1,0,-0.07418044296118916,0,0,124,76.69547918237252,75.29393844838356,360.4872199617669,0.9900190387041724,0,1
1,0,0.03360605154009559,1,0,54,2239.0204330181227,87.50981975903159,361.1219890685543,0.9880361166666095,1,1
